Category,Licence No.,Name,Business Phone,Business Phone Ext.,Licence Address Line 1,Licence Address Line 2,Licence Address Line 3,Endorsements,Latitude,Longitude
RETAIL STORE (FOOD),B50-4988369,WINNER BARBECUE CHINESE CUISINE,,,"384 YONGE ST, #52","TORONTO, ON",M5B 1S8,REFRESHMENTS;,43.65930754,-79.38255923
RETAIL STORE (FOOD),B50-4988943,EAST AFRICAN VARIETY,,,918 DANFORTH AVE,"TORONTO, ON",M4J 1L9,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.68039866,-79.33890571
GROCERY STORE,B50-4991944,HAMSHOW MINI MARKET,4167401885,,385 ALBION RD,"TORONTO, ON",M9W 3P4,FOODSTUFFS;,43.72572556,-79.55160795
RETAIL STORE (FOOD),B50-4991954,BLOOR SMOKE GIFT AND VARIETY,,,1550 BLOOR ST W,"TORONTO, ON",M6P 1A4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65636695,-79.45325745
RETAIL STORE (FOOD),B50-4991953,CHUN YANG CHA SHI,,,201 DUNDAS ST W,"TORONTO, ON",M5G 1C8,REFRESHMENTS;,43.65483022,-79.38731463
RETAIL STORE (FOOD),B50-4991983,REAL BARGAIN,4166983012,,2505 DANFORTH AVE,"TORONTO, ON",M4C 1L1,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.68772657,-79.30281237
RETAIL STORE (FOOD),B50-4984967,MACMACANKA JILIB CAFE,6472453467,,2181 WESTON RD,"TORONTO, ON",M9N 1X9,REFRESHMENTS;,43.7034649,-79.52586549
RETAIL STORE (FOOD),B50-4992057,INS MARKET,4165512032,,"200 TOWN CENTRE CRT, #5","TORONTO, ON",M1P 4X8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.77432257,-79.25659806
RETAIL STORE (FOOD),B50-4988333,THE CAFE,4164155000,4300,300 ADELAIDE ST E,"TORONTO, ON",M5A 1N1,REFRESHMENTS;,43.65220512,-79.36994793
RETAIL STORE (FOOD),B50-4988337,CHEF ON THE RUN,4164155000,4300,300 ADELAIDE ST E,"TORONTO, ON",M5A 1N1,REFRESHMENTS;,43.65220512,-79.36994793
RETAIL STORE (FOOD),B50-4987955,THE ART OF CHEESE,4168507639,,925 KINGSTON RD,"TORONTO, ON",M4E 1S6,REFRESHMENTS;,43.68018648,-79.28873601
RETAIL STORE (FOOD),B50-4987981,GILDER DOLLAR AND VARIETY,4162698306,,"2602 EGLINTON AVE E, A","TORONTO, ON",M1K 2R9,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.73586274,-79.25296315
RETAIL STORE (FOOD),B50-4992081,CHATIME INNOVATION BAR,6473462888,,"3401 DUFFERIN ST, #405B","TORONTO, ON",M6A 2R7,REFRESHMENTS;,43.72607903,-79.45147044
RETAIL STORE (FOOD),B50-4992087,955 CHINESE FOOD,6473523818,,955 KINGSTON RD,"TORONTO, ON",M4E 1S8,REFRESHMENTS;,43.68027972,-79.28750155
RETAIL STORE (FOOD),B50-4992615,THE KINGSTON SOCIAL HOUSE,6477275262,,1427 KINGSTON RD,"TORONTO, ON",M1N 1R4,REFRESHMENTS;,43.68717286,-79.27138866
RETAIL STORE (FOOD),B50-4992629,PRIMROSE BAGEL COMPANY,4165469906,,317A OAKWOOD AVE,"TORONTO, ON",M6E 2V3,REFRESHMENTS;,43.6854885,-79.43777439
RETAIL STORE (FOOD),B50-4992631,MI'HITO SUSHI LABORATORY,,,322 YONGE ST,"TORONTO, ON",M5B 1R8,REFRESHMENTS;,43.65713525,-79.38157832
RETAIL STORE (FOOD),B50-4992977,HEALTHY PLANET - STOCKYARDS,4162760839,,"30 WESTON RD, C107","TORONTO, ON",M6N 3P4,REFRESHMENTS;,43.67308218,-79.46813882
RETAIL STORE (FOOD),B50-4992987,JERK GRILLE,4168928140,,"199 BAY ST, C154","TORONTO, ON",M5L 1G5,REFRESHMENTS;,43.64823459,-79.37956515
PHARMACY,B50-4990200,AMIT LEKHI DRUGS,4169200098,,728 YONGE ST,"TORONTO, ON",M4Y 2B3,REFRESHMENTS;,43.66854826,-79.38637664
RETAIL STORE (FOOD),B50-4993170,PIO PIO CHICKEN WITH AN ATTITUDE,4162894793,,3258B LAWRENCE AVE E,"TORONTO, ON",M1H 1A4,REFRESHMENTS;,43.75747789,-79.23878165
RETAIL STORE (FOOD),B50-4993205,LITTLE A'S HOUSE,,,"8 GLEN WATFORD DR, G9-G10","TORONTO, ON",M1S 2C1,REFRESHMENTS;,43.78659019,-79.27668991
RETAIL STORE (FOOD),B50-4993216,SHUN HUA RESTAURANT,9059629789,,"4750 YONGE ST, #140","TORONTO, ON",M2N 5M6,REFRESHMENTS;,43.76047376,-79.41102839
RETAIL STORE (FOOD),B50-4994096,HALEEM'S,6479909412,,"1921 EGLINTON AVE E, #567A-569","TORONTO, ON",M1L 2L6,REFRESHMENTS;,43.72701244,-79.28814462
RETAIL STORE (FOOD),B50-4994350,TIM HORTONS,4166150432,,1630 DANFORTH AVE,"TORONTO, ON",M4C 1H6,REFRESHMENTS;,43.68396558,-79.3222686
RETAIL STORE (FOOD),B50-4989111,LANDSCAPE COFFEE ROASTERS,,,"195 NORSEMAN ST, #16","TORONTO, ON",M8Z 0E9,REFRESHMENTS;,43.63320192,-79.52216715
RETAIL STORE (FOOD),B50-4991245,GATEWAY NEWSTANDS,,,"355 STRATHMORE BLVD, BWY","TORONTO, ON",M4J 1P9,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.68413047,-79.32306016
RETAIL STORE (FOOD),B50-4987085,3MILE CONVENIENCE STORES LTD,6474484545,,"70 TOWN CENTRE CRT, #4","TORONTO, ON",M1P 0B2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.77373987,-79.25555255
RETAIL STORE (FOOD),B50-4994922,LE GOURMAND BAKERY (2019),4168314610,,2897 LAKE SHORE BLVD W,"TORONTO, ON",M8V 1J3,REFRESHMENTS;,43.60075232,-79.50434672
RETAIL STORE (FOOD),B50-4994928,NASIM CARAVAN,4162899582,,575 MARKHAM RD,"TORONTO, ON",M1H 2A3,REFRESHMENTS;,43.75900629,-79.224466
RETAIL STORE (FOOD),B50-4994949,BZB CONVENIENCE,,,527 YONGE ST,"TORONTO, ON",M4Y 1Y5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66402456,-79.38399513
RETAIL STORE (FOOD),B50-4989708,TIFF EXPRESS,,,287 KING ST W,"TORONTO, ON",M5V 1J5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.64633719,-79.38985521
GROCERY STORE,B50-4995232,NAOMI AFRICAN FOOD MARKET,6477417043,,3226 WESTON RD,"TORONTO, ON",M9M 2T7,REFRESHMENTS;,43.73883552,-79.53973702
RETAIL STORE (FOOD),B50-4995612,GATEWAY NEWSTANDS,4162664457,,"701 WARDEN AVE, SUBWAY","TORONTO, ON",M1L 3Z5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.71159702,-79.27946972
RETAIL STORE (FOOD),B50-4995621,LAVISH DOSES,,,135 QUEEN'S PLATE DR,"TORONTO, ON",M9W 6V1,REFRESHMENTS;,43.71684743,-79.59192693
RETAIL STORE (FOOD),B50-4979670,INS MARKET,4167261234,,"47 SHEPPARD AVE E, GROUND FLR","TORONTO, ON",M2N 5X5,FOODSTUFFS;,43.76127331,-79.407697
RETAIL STORE (FOOD),B50-4983344,PANAGO PIZZA,8779971234,,"6328 YONGE ST, #121A","TORONTO, ON",M2M 3X4,REFRESHMENTS;,43.79593635,-79.42304159
RETAIL STORE (FOOD),B50-4990192,NATURE'S ALTERNATE,,,"1880 EGLINTON AVE E, #23A","TORONTO, ON",M1L 2L1,FOODSTUFFS;,43.72552749,-79.29948632
GROCERY STORE,B50-4991257,FRUIT JUNGLE BUBBLE TEA,,,4675 STEELES AVE E,"TORONTO, ON",M1V 4S5,REFRESHMENTS;,43.82414676,-79.30252517
RETAIL STORE (FOOD),B50-4994082,SANSOTEI RAMEN,,,"65 FRONT ST W, CRU483","TORONTO, ON",M5J 1E6,REFRESHMENTS;,43.64552824,-79.38034838
RETAIL STORE (FOOD),B50-4994101,HOT SHAWARMA,,,"41 LEBOVIC AVE, A121","TORONTO, ON",M1L 0H2,REFRESHMENTS;,43.72323266,-79.2889103
RETAIL STORE (FOOD),B50-4994115,SHATTER ABBAS RESTAURANT EXPRESS #2,2895975023,,"6464 YONGE ST, #115","TORONTO, ON",M2M 3X4,REFRESHMENTS;,43.79585121,-79.42238277
RETAIL STORE (FOOD),B50-4995788,JAMES VARIETY,4167590234,,"1410 VICTORIA PARK AVE, #1","TORONTO, ON",M4A 2L8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.71942734,-79.30106344
GROCERY STORE,B50-4995870,FRIDAY SUPERMARKET,,,1351 DANFORTH RD,"TORONTO, ON",M1J 1G7,REFRESHMENTS;,43.74379314,-79.24443541
RETAIL STORE (FOOD),B50-4995903,FIESTA GARIBALDI,6477414724,,"9 MILVAN DR, #7B","TORONTO, ON",M9L 1Y9,BAKE SHOP;,43.75125394,-79.55202363
RETAIL STORE (FOOD),B50-4988635,GOOD TIME GOOD DAY,,,5617-5637 YONGE ST,"TORONTO, ON",M2M 3S9,REFRESHMENTS;,43.78024167,-79.41531696
RETAIL STORE (FOOD),B50-4992636,CONDOSIZE FURNITURE,4164646808,,633 QUEEN ST W,"TORONTO, ON",M5V 2B7,REFRESHMENTS;,43.64721069,-79.40321676
RETAIL STORE (FOOD),B50-4996965,AISLE 24,,,88 ERSKINE AVE,"TORONTO, ON",M4P 1Y3,FOODSTUFFS;,43.7123876,-79.39603062
GROCERY STORE,B50-4996972,SALUS FRESH FOODS,4162122525,,"101 PETER ST, #103","TORONTO, ON",M5V 0G6,REFRESHMENTS;,43.6475017,-79.39272216
RETAIL STORE (FOOD),B50-4988920,MIDNIGHT CONVENIENCE LTD,,,"3601 LAWRENCE AVE E, #15","TORONTO, ON",M1G 1P5,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.75952519,-79.22340486
RETAIL STORE (FOOD),B50-4997165,INS MARKET,4167922979,,"92 KING ST E, GR16","TORONTO, ON",M5C 2V8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65005502,-79.37495045
RETAIL STORE (FOOD),B50-4997623,JIMMY THE GREEK,,,"4841 YONGE ST, #201","TORONTO, ON",M2N 5X2,REFRESHMENTS;,43.76239518,-79.41076924
RETAIL STORE (FOOD),B50-4997648,MAC'S,,,3024 DON MILLS RD,"TORONTO, ON",M2J 3C1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.78605283,-79.35177195
RETAIL STORE (FOOD),B50-4986819,BIG BROTHERS GOURMET PIZZA,4162699292,,"153 MORNINGSIDE AVE, A","TORONTO, ON",M1E 3C8,REFRESHMENTS;,43.76217642,-79.1833752
RETAIL STORE (FOOD),B50-4995251,UMI SUSHI EXPRESS,4166228887,,"25 THE WEST MALL, F014","TORONTO, ON",M9C 1B8,REFRESHMENTS;,43.61195567,-79.5572103
RETAIL STORE (FOOD),B50-4997903,ROYAL YORK SMOKE SHOP,,,"1500 ROYAL YORK RD, #4","TORONTO, ON",M9P 3B6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.69163105,-79.53184788
RETAIL STORE (FOOD),B50-5000334,THE YUMMY GRILL,4165463706,,"45 FOUR WINDS DR, C3","TORONTO, ON",M3J 1K7,REFRESHMENTS;,43.7633277,-79.49966682
RETAIL STORE (FOOD),B50-5000336,GENERAL NUTRITION CENTRES COMPANY,9056121016,,"2181 STEELES AVE W, B16","TORONTO, ON",M3J 3N2,FOODSTUFFS;,43.78474966,-79.47631448
RETAIL STORE (FOOD),B50-5000337,GENERAL NUTRITION CENTRES COMPANY,9056121016,,"500 REXDALE BLVD, #1L","TORONTO, ON",M9W 6K5,FOODSTUFFS;,43.72038522,-79.60006398
RETAIL STORE (FOOD),B50-5000338,GENERAL NUTRITION CENTRES COMPANY,9056121016,,"218 YONGE ST, #1119A","TORONTO, ON",M5B 2H6,FOODSTUFFS;,43.65340251,-79.38001854
RETAIL STORE (FOOD),B50-5000347,ORUMA INDIAN TAKEOUT AND BAKERS,,,"1071 DANFORTH RD, #5","TORONTO, ON",M1J 1E4,REFRESHMENTS;,43.73540485,-79.24680182
RETAIL STORE (FOOD),B50-4990977,TASTY,6473414141,,2995 SHEPPARD AVE E,"TORONTO, ON",M1T 3J5,REFRESHMENTS;,0,0
RETAIL STORE (FOOD),B50-5000672,JESSIE'S VARIETY,4164314972,,23 SLAN AVE,"TORONTO, ON",M1G 3B1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.77321456,-79.21943849
RETAIL STORE (FOOD),B50-5001300,MIRCH,,,"900 DUFFERIN ST, CRU114","TORONTO, ON",M6H 4A9,REFRESHMENTS;,43.65581706,-79.43536233
RETAIL STORE (FOOD),B50-5001304,PATISSERIE BEST GATEAU,6473523169,,"6464 YONGE ST, #122","TORONTO, ON",M2M 3X4,REFRESHMENTS;BAKE SHOP;,43.79585121,-79.42238277
GROCERY STORE,B50-4996497,ANATOLIAN FINE FOODS MARKET,4167492424,,"2437 FINCH AVE W, #15","TORONTO, ON",M9M 2E7,REFRESHMENTS;,43.74968657,-79.54986874
RETAIL STORE (FOOD),B50-4995250,VITAMIN PLUS,4163218439,,"4810 SHEPPARD AVE E, #221","TORONTO, ON",M1S 4N6,FOODSTUFFS;,43.79171722,-79.25058468
RETAIL STORE (FOOD),B50-5001541,FESTIVAL M&G DISTRIBUTING,4165363985,,649 COLLEGE ST,"TORONTO, ON",M6G 1B7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65483093,-79.41591594
GROCERY STORE,B50-5001551,FINE FOOD MARKET,,,711 BAY ST,"TORONTO, ON",M5G 2J8,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.65885823,-79.38474191
RETAIL STORE (FOOD),B50-5001553,MACHINO CAFE,6477412285,,823 BLOOR ST W,"TORONTO, ON",M6G 1M1,REFRESHMENTS;,43.66241818,-79.42241284
RETAIL STORE (FOOD),B50-5001567,ROYAL PAAN SCARBOROUGH,,,671 MARKHAM RD,"TORONTO, ON",M1H 2A4,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.76174436,-79.22445468
RETAIL STORE (FOOD),B50-5000367,LARRY THE LIQUIDATOR,4165199531,,1925 VICTORIA PARK AVE,"TORONTO, ON",M1R 1T8,FOODSTUFFS;,43.74867412,-79.31138627
RETAIL STORE (FOOD),B50-5001924,STUFFIES PASTRIES,4165195129,,"300 BOROUGH DR, #38","TORONTO, ON",M1P 4P5,REFRESHMENTS;,43.77629186,-79.2580219
RETAIL STORE (FOOD),B50-5001943,SOMA CHOCOLATE,4168157662,,77 BROCK AVE,"TORONTO, ON",M6K 2L3,REFRESHMENTS;,43.6440766,-79.43311388
RETAIL STORE (FOOD),B50-5002206,CAKEVIEW BAKERY & CAFE,4162986771,,"4186-4188 FINCH AVE E, #3","TORONTO, ON",M1S 4T6,REFRESHMENTS;BAKE SHOP;,43.80386726,-79.28836529
RETAIL STORE (FOOD),B50-5002209,GATEWAY NEWSTANDS,4162907735,,"300 BOROUGH DR, #4B","TORONTO, ON",M1P 4P5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.77629186,-79.2580219
RETAIL STORE (FOOD),B50-4980756,THE DIRTY BIRD CHICKEN + WAFFLE,2899803828,,"4700 KEELE ST, #107A","TORONTO, ON",M3J 1P3,REFRESHMENTS;,43.77341009,-79.50233817
RETAIL STORE (FOOD),B50-5002454,ONE MORE FOOD GROUP,,,"5418 YONGE ST, #12","TORONTO, ON",M2N 5R8,REFRESHMENTS;,43.77553046,-79.41525159
GROCERY STORE,B50-5002457,ADABRAKA SUPERMARKET,6477823337,,3242 EGLINTON AVE E,"TORONTO, ON",M1J 2H6,FOODSTUFFS;,43.7444582,-79.21648728
PHARMACY,B50-5002466,WHITESIDE PHARMACY,,,1732 ST CLAIR AVE W,"TORONTO, ON",M6N 1J1,FOODSTUFFS;,43.67443134,-79.45993645
RETAIL STORE (FOOD),B50-4996971,POTATOPIA,4166194450,,"4841 YONGE ST, #204","TORONTO, ON",M2N 5X2,REFRESHMENTS;,43.76239518,-79.41076924
RETAIL STORE (FOOD),B50-4995796,EVOLVING SPACE,4166139130,,"2206 EGLINTON AVE E, #1ST FL","TORONTO, ON",M1L 4S8,REFRESHMENTS;,43.7306901,-79.27971187
RETAIL STORE (FOOD),B50-4990002,AVA MEAT INC,6473409384,,195 SHEPPARD AVE E,"TORONTO, ON",M2N 3A8,REFRESHMENTS;,43.76378962,-79.39910943
RETAIL STORE (FOOD),B50-5003079,PARADISE CHICKEN,,,"3192 EGLINTON AVE E, B","TORONTO, ON",M1J 2H5,REFRESHMENTS;,43.74333187,-79.21957818
RETAIL STORE (FOOD),B50-5003168,U OF T SECOND CUP,4166628177,,119 ST GEORGE ST,"TORONTO, ON",M5S 1A9,REFRESHMENTS;,43.66671291,-79.39879808
RETAIL STORE (FOOD),B50-5003165,U OF T SECOND CUP,4166628177,,105 ST GEORGE ST,"TORONTO, ON",M5S 3E6,REFRESHMENTS;,43.66562071,-79.39858839
RETAIL STORE (FOOD),B50-5003164,U OF T SECOND CUP,4166628177,,100 ST GEORGE ST,"TORONTO, ON",M5S 3G3,REFRESHMENTS;,43.66248814,-79.39879398
RETAIL STORE (FOOD),B50-5003163,U OF T SECOND CUP,4166628177,,214 COLLEGE ST,"TORONTO, ON",M5T 2Z9,REFRESHMENTS;,43.65889647,-79.39665058
RETAIL STORE (FOOD),B50-5003160,U OF T SECOND CUP,4166628177,,144 COLLEGE ST,"TORONTO, ON",M5S 3M2,REFRESHMENTS;,43.66009862,-79.39202793
RETAIL STORE (FOOD),B50-5003187,CIRCLE K,4167492705,,"106 HUMBER COLLEGE BLVD, #9","TORONTO, ON",M9V 4E4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.7312036,-79.60061195
RETAIL STORE (FOOD),B50-5003223,SUPER ONE CONVENIENCE,4162650909,,2502 KINGSTON RD,"TORONTO, ON",M1N 1V3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.7109837,-79.24874064
RETAIL STORE (FOOD),B50-5003239,THAI ONE ON EXPRESS,4167511000,,"2889 ST CLAIR AVE E, C","TORONTO, ON",M4B 1N5,REFRESHMENTS;,43.70756683,-79.30229886
PHARMACY,B50-5003406,SHOPPERS DRUG MART,4162552397,,2850 LAKE SHORE BLVD W,"TORONTO, ON",M8V 1H9,FOODSTUFFS;,43.6016912,-79.50217044
RETAIL STORE (FOOD),B50-5003441,EXECUTIVE BUSINESS SOLUTIONS,4162049080,,"525 BAY ST, FL2","TORONTO, ON",M5G 2L2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65486836,-79.38238222
RETAIL STORE (FOOD),B50-4993030,CHICK-FIL-A YORKDALE MALL,4164793891,,"3401 DUFFERIN ST, R01","TORONTO, ON",M6A 2T9,REFRESHMENTS;,43.72607903,-79.45147044
RETAIL STORE (FOOD),B50-4996962,CUCINA MAURO,,,"76 DENSLEY AVE, #3","TORONTO, ON",M6M 2R3,REFRESHMENTS;,43.70535519,-79.47120918
RETAIL STORE (FOOD),B50-5003714,BUTHCER STORE,6473425555,,8 HOWARD ST,"TORONTO, ON",M4X 1J5,REFRESHMENTS;,43.67146987,-79.37533819
RETAIL STORE (FOOD),B50-5003728,NIEM LOTTO & VARIETY CENTRE,,,3030 DON MILLS RD,"TORONTO, ON",M2J 3C1,"CIGARS, CIGARETTES & TOBACCO;",43.78579715,-79.35229629
RETAIL STORE (FOOD),B50-5003732,BIBAB EXPRESS (SCARBOROUGH),6475216383,,"200 CONSILIUM PL, #6","TORONTO, ON",M1H 3E4,REFRESHMENTS;,43.77722905,-79.2512572
RETAIL STORE (FOOD),B50-4987291,GTA NUTRITION,,,"1415 KENNEDY RD, #2","TORONTO, ON",M1P 2L6,FOODSTUFFS;,43.7648597,-79.28013697
RETAIL STORE (FOOD),B50-5003755,BANH MI BA LE,,,538 DUNDAS ST W,"TORONTO, ON",M5T 1H3,REFRESHMENTS;,43.652902,-79.39919406
RETAIL STORE (FOOD),B50-5002471,LAURA SECORD,4166873096,2505,"2901 BAYVIEW AVE, #104A","TORONTO, ON",M2K 1E6,FOODSTUFFS;,43.76920286,-79.38602584
RETAIL STORE (FOOD),B50-5002476,LAURA SECORD,4166873096,2505,300 BOROUGH DR,"TORONTO, ON",M1P 4P5,FOODSTUFFS;,43.77629186,-79.2580219
RETAIL STORE (FOOD),B50-5002477,LAURA SECORD,4166873096,2505,"900 DUFFERIN ST, #4045","TORONTO, ON",M6H 4A9,FOODSTUFFS;,43.65581706,-79.43536233
RETAIL STORE (FOOD),B50-5002479,LAURA SECORD,4166873096,2505,60 EGLINTON SQ,"TORONTO, ON",M1L 2K1,FOODSTUFFS;,43.72392251,-79.29989806
RETAIL STORE (FOOD),B50-5002480,LAURA SECORD,4166873096,2505,250 THE EAST MALL,"TORONTO, ON",M9B 6L3,FOODSTUFFS;,43.63243155,-79.55446958
RETAIL STORE (FOOD),B50-5002481,LAURA SECORD,4166873096,2505,270 THE KINGSWAY,"TORONTO, ON",M9A 3T7,FOODSTUFFS;,43.66178181,-79.51982733
RETAIL STORE (FOOD),B50-5002483,LAURA SECORD,4166873096,2505,"2300 YONGE ST, C36","TORONTO, ON",M4P 1E4,FOODSTUFFS;,43.70715757,-79.39908353
RETAIL STORE (FOOD),B50-5003993,LIYU WHOLE FOOD STORE INC,4169224174,,10 HOWARD ST,"TORONTO, ON",M4X 1J5,REFRESHMENTS;,43.67150256,-79.37514198
RETAIL STORE (FOOD),B50-5004007,CIRCLE K,4167544032,,"31 TAPSCOTT RD, #10","TORONTO, ON",M1B 4Y7,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.80659311,-79.22201047
RETAIL STORE (FOOD),B50-5004032,BECKER'S MILK #81806,4169228362,,213 WELLESLEY ST E,"TORONTO, ON",M4X 1G1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66724688,-79.37326105
GROCERY STORE,B50-5002460,BRUNO'S FINE FOODS (QUEEN),,,1880-1882 QUEEN ST E,"TORONTO, ON",M4L 1H2,REFRESHMENTS;,43.66889116,-79.30622673
PHARMACY,B50-5004346,SHOPPERS DRUG MART,4167571131,,18 EGLINTON SQ,"TORONTO, ON",M1L 2K2,FOODSTUFFS;,43.72374143,-79.29985239
RETAIL STORE (FOOD),B50-5004352,SANDWICHED,,,141 SPADINA AVE,"TORONTO, ON",M5V 2K8,REFRESHMENTS;,43.64771451,-79.39555242
RETAIL STORE (FOOD),B50-5004358,11815075 CANADA CORP,4169958951,,609 DANFORTH AVE,"TORONTO, ON",M4K 1R2,FOODSTUFFS;,43.67853673,-79.34591986
RETAIL STORE (FOOD),B50-5004363,DAKO'S TAIYAKI,,,6464 YONGE ST,"TORONTO, ON",M2M 3X4,REFRESHMENTS;,43.79585121,-79.42238277
RETAIL STORE (FOOD),B50-5004540,HOUSE OF INDIAN ROTI,4169017684,,2344 DUFFERIN ST,"TORONTO, ON",M6E 3S4,REFRESHMENTS;,43.69507294,-79.45027185
RETAIL STORE (FOOD),B50-5004973,JERK KING,6473520300,,"900 DUFFERIN ST, #95","TORONTO, ON",M6H 4A9,REFRESHMENTS;,43.65581706,-79.43536233
RETAIL STORE (FOOD),B50-5004029,FRESHLY SQUEEZED,9056952614,,"900 DUFFERIN ST, #4017","TORONTO, ON",M6H 4A9,REFRESHMENTS;,43.65581706,-79.43536233
RETAIL STORE (FOOD),B50-5004991,2731534 ONTARIO INC,4165989383,,335 YONGE ST,"TORONTO, ON",M5B 1R7,REFRESHMENTS;,43.65734681,-79.38097073
RETAIL STORE (FOOD),B50-5003773,UNCLE TETSU,4166148046,,"3401 DUFFERIN ST, #607","TORONTO, ON",M6A 2T9,FOODSTUFFS;,43.72607903,-79.45147044
RETAIL STORE (FOOD),B50-5004995,PRESOTEA,,,756 DUNDAS ST W,"TORONTO, ON",M6J 1T8,REFRESHMENTS;,43.65243726,-79.40678086
RETAIL STORE (FOOD),B50-5004996,MRLUO NOODLE HOUSE DOWNTOWN,4165515529,,"24 WELLESLEY ST W, #7","TORONTO, ON",M4Y 2X6,REFRESHMENTS;,43.66484688,-79.38610959
RETAIL STORE (FOOD),B50-5005201,ENKANG DUMPLING,4165514939,,"4750 YONGE ST, #131","TORONTO, ON",M2N 5R2,REFRESHMENTS;,43.76047376,-79.41102839
RETAIL STORE (FOOD),B50-5005204,SUSHI-Q SOUTH EATON,4165962400,,"218 YONGE ST, H024","TORONTO, ON",M5B 2H6,REFRESHMENTS;,43.65340251,-79.38001854
PHARMACY,B50-5003237,PHARMAKEIO,4162853339,,"1515 BIRCHMOUNT RD, #5","TORONTO, ON",M1P 2G7,FOODSTUFFS;,43.75891043,-79.28920354
RETAIL STORE (FOOD),B50-5003234,ELM ST ITALIAN DELICATESSEN,,,15 ELM ST,"TORONTO, ON",M5G 1H1,REFRESHMENTS;,43.65751575,-79.38240544
RETAIL STORE (FOOD),B50-5001543,PATTY STOP,,,5506 LAWRENCE AVE E,"TORONTO, ON",M1C 3B2,REFRESHMENTS;,43.77951766,-79.13856436
RETAIL STORE (FOOD),B50-5002486,MERRY HOME,,,287-289 SPADINA AVE,"TORONTO, ON",M5T 2E6,FOODSTUFFS;,43.65331757,-79.39782512
RETAIL STORE (FOOD),B50-5004821,7 BAKER - SCARBOROUGH,,,"300 BOROUGH DR, R007","TORONTO, ON",M1P 4P5,FOODSTUFFS;,43.77629186,-79.2580219
RETAIL STORE (FOOD),B50-5005577,BATHURST FOOD MART,,,1552 BATHURST ST,"TORONTO, ON",M5P 3H3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.6854758,-79.41960785
RETAIL STORE (FOOD),B50-5005001,PIZZA PIZZA,4169671010,,4844 YONGE ST,"TORONTO, ON",M2N 5N2,REFRESHMENTS;,43.76241444,-79.41151111
GROCERY STORE,B50-5005605,TROPIFRUITZEN,,,"500 REXDALE BLVD, G9","TORONTO, ON",M9W 6K5,REFRESHMENTS;,43.72038522,-79.60006398
RETAIL STORE (FOOD),B50-5005584,DELTA VARIETY,,,422 HORNER AVE,"TORONTO, ON",M8W 2B1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.60394277,-79.53643025
RETAIL STORE (FOOD),B50-4995252,BASIL'S,,,718 GERRARD ST E,"TORONTO, ON",M4M 1Y3,REFRESHMENTS;,43.6666803,-79.34812192
RETAIL STORE (FOOD),B50-5005953,KITCHEN FOOD FAIR CONVENEINECE,4164255268,,"751 DON MILLS RD, #3","TORONTO, ON",M3C 1S3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.71412977,-79.33564754
RETAIL STORE (FOOD),B50-5005958,ARABIAN BITES,,,335 YONGE ST,"TORONTO, ON",M5B 1R7,REFRESHMENTS;,43.65734681,-79.38097073
GROCERY STORE,B50-5003431,NAVS GROCERY,,,5 BASTION ST,"TORONTO, ON",M5V 1A4,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.6362397,-79.40338198
RETAIL STORE (FOOD),B50-5006689,PASTUCCI'S,6473505683,,"444 YONGE ST, C204","TORONTO, ON",M5B 2H4,REFRESHMENTS;,43.6606165,-79.38403538
RETAIL STORE (FOOD),B50-4989691,A-1 SWEET & RESTAURANT,6476084134,CELL,"3300 MCNICOLL AVE, #18A","TORONTO, ON",M1V 5J6,REFRESHMENTS;,43.82073396,-79.26101565
