"Category","Licence No.","Operating Name","Issued","Client Name","Business Phone","Business Phone Ext.","Licence Address Line 1","Licence Address Line 2","Licence Address Line 3","Conditions","Free Form Conditions Line 1","Free Form Conditions Line 2","Plate No.","Endorsements","Cancel Date","Latitude","Longitude"
"RETAIL STORE (FOOD)","B50-4856107","ABABEEL SUPERMARKET","16-AUG-2018","KABIR & SALIM ENTERPRISE INC","4166945678","","3040 DANFORTH AVE, #7","TORONTO, ON","M4C 1N2","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6912705471,-79.2895499396
"RETAIL STORE (FOOD)","B50-4856104","ST.JAMES TOWN GIFT & VARIETY","16-AUG-2018","M N R CONVENIENCE INC","","","240 WELLESLEY ST E, #106","TORONTO, ON","M4X 1G5","SHARED ADDRESS;","AS PER BY-LAW NO 438-86","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6680679061,-79.3717553706
"RETAIL STORE (FOOD)","B50-4854785","VITA-PLUS","16-AUG-2018","RHIM, MYUNG SOOK","4163647718","","5140 YONGE ST, #102","TORONTO, ON","M2N 6L7","","","","","FOODSTUFFS;","",43.7684982621,-79.4131430399
"RETAIL STORE (FOOD)","B50-4856333","AH-SO SUSHI","17-AUG-2018","AH-SO FINE FOODS INC","5196528533","","580 JARVIS ST","TORONTO, ON","M4Y 2H9","NO SEATING ACCOMMODATION;SHARED ADDRESS;","LOCATED INSIDE THE RABBA FINE FOODS","","","REFRESHMENTS;","",43.669673094,-79.380048118
"RETAIL STORE (FOOD)","B50-4856682","ALEEZA'S PIZZA","17-AUG-2018","2634864 ONTARIO INC","4168937272","","1768 WESTON RD","TORONTO, ON","M9N 1V8","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.6984596214,-79.5122342523
"RETAIL STORE (FOOD)","B50-4854994","BLONDIES PIZZA","17-AUG-2018","BLONDIES PIZZA LTD","4168582254","","1555 DUNDAS ST E","TORONTO, ON","M4L 1K9","NO SEATING ACCOMMODATION;","COA-NOTICE OF DECISION-FILE# A1008/17TEY.FLOOR AREA OF TAKE","-OUT RESTAURANT USE NOT EXCEED 42.44 M2 ABOVE & BELOW GRADE.","","REFRESHMENTS;","",43.6668415996,-79.3302498928
"RETAIL STORE (FOOD)","B50-4856710","NINO'S VARIETY","17-AUG-2018","2510438 ONTARIO INC","4167800366","","1654 EGLINTON AVE W","TORONTO, ON","M6E 2H2","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.697165881,-79.4446719839
"RETAIL STORE (FOOD)","B50-4854923","CAKES BY MICKEY","20-AUG-2018","1926577 ONTARIO INC","4166026725","","696 THE QUEENSWAY","TORONTO, ON","M8Y 1K9","","","","","FOODSTUFFS;BAKE SHOP;","",43.627192916,-79.4998057691
"RETAIL STORE (FOOD)","B50-4857288","JZ MILK STORE","11-SEP-2018","XINYI INC","4167689336","","775 VAUGHAN RD","TORONTO, ON","M6E 2Z5","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6950163853,-79.4473823256
"RETAIL STORE (FOOD)","B50-4857294","A1 CONVENIENCE","21-AUG-2018","2650593 ONTARIO INC","","","151 MORNINGSIDE AVE, B","TORONTO, ON","M1E 3C8","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.7621764157,-79.1833751964
"RETAIL STORE (FOOD)","B50-4851094","VARIETY PLUS","21-AUG-2018","JWDJG-7 HOLD CO INC","4167360087","","82 MARINE PARADE DR","TORONTO, ON","M8V 0A3","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.626121033,-79.477330685
"RETAIL STORE (FOOD)","B50-4851097","VARIETY PLUS","21-AUG-2018","JWDJG-7 HOLD CO INC","4167360087","","3111 DUFFERIN ST, #101","TORONTO, ON","M6A 2S7","NO SEATING ACCOMMODATION;","FREE PARKING- LOCATED IN THE SMALL PLAZA","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.7159972026,-79.454758244
"RETAIL STORE (FOOD)","B50-4857316","YIFANG TAIWAN FRUIT TEA","21-AUG-2018","PANGEA FOODY INC","4162631115","","315 SPADINA AVE, B","TORONTO, ON","M5T 2E9","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.654218959,-79.3981455642
"RETAIL STORE (FOOD)","B50-4852479","REXALL/PHARMA PLUS PHARMACIES #182","22-AUG-2018","REXALL/PHARMA PLUS PHARMACIES LTD","9055017800","6229","50 BLOOR ST W, C28-29","TORONTO, ON","M4W 1A1","","","","","FOODSTUFFS;","",43.6703872721,-79.3883179536
"RETAIL STORE (FOOD)","B50-4856334","AH-SO SUSHI","22-AUG-2018","AH-SO FINE FOODS INC","5196528533","","4869 DUNDAS ST W","TORONTO, ON","M9A 1B2","NO SEATING ACCOMMODATION;SHARED ADDRESS;","LOCATED INSIDE THE RABBA FINE FOOD STORE","","","REFRESHMENTS;","",43.6500954434,-79.527194372
"RETAIL STORE (FOOD)","B50-4843382","SHOPPERS DRUG MART","23-AUG-2018","KCHOW DRUGS INC","4164568865","","2751 EGLINTON AVE E","TORONTO, ON","M1J 2C7","","","","","FOODSTUFFS;","",43.7366496981,-79.2472591423
"RETAIL STORE (FOOD)","B50-4857819","","23-AUG-2018","PROLOGUE CAFE INC","","","2249 GERRARD ST E","TORONTO, ON","M4E 2C9","NO SEATING ACCOMMODATION;","""SUBJECT TO ZONING BY-LAW # 438-86""","","","REFRESHMENTS;","",43.684406861,-79.2974462722
"RETAIL STORE (FOOD)","B50-4857839","FILIPINO N TORONTO","23-AUG-2018","FILIPINO N TORONTO INC","4167800015","","1859 EGLINTON AVE W","TORONTO, ON","M6E 2J3","INCIDENTAL 'TAKE OUT' SEATING ONLY;","","","","REFRESHMENTS;","",43.6953405549,-79.4508080609
"RETAIL STORE (FOOD)","B50-4857851","PABLO CHEESE TART (FAIRVIEW MALL)","23-AUG-2018","2625939 ONTARIO INC","6476282587","","1800 SHEPPARD AVE E, #2083","TORONTO, ON","M2J 5A7","NO SEATING ACCOMMODATION;","LOCATED AT FAIRVIEW MALL","","","REFRESHMENTS;","",43.7777482543,-79.3444982153
"RETAIL STORE (FOOD)","B50-4850080","GEMARO BAKERY","23-AUG-2018","GEMARO SOLUTIONS INC","","","149 MAIN ST","TORONTO, ON","M4E 2V9","","","","","BAKE SHOP;","",43.6836727876,-79.2998090862
"RETAIL STORE (FOOD)","B50-4853961","PABLO CHEESE TART (SCOTIA PLAZA)","23-AUG-2018","2624670 ONTARIO INC","6476282587","","40 KING ST W, C00117","TORONTO, ON","M5H 3Y2","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.6494790498,-79.3795661858
"RETAIL STORE (FOOD)","B50-4850696","ORIENTAL CHOPSTICKS WOK & GRILL","23-AUG-2018","2561193 ONTARIO INC","4163010388","","825 COXWELL AVE, #4TH FLR G","TORONTO, ON","M4C 3E7","","","","","FOODSTUFFS;","",43.6898319996,-79.3249540047
"RETAIL STORE (FOOD)","B50-4857002","LUIS BORGES INTERNACIONAL FOODS IMPORT EXPORT","23-AUG-2018","LUIS BORGES INTERNACIONAL FOODS IMPORT EXPORT INC","6475749623","","457 ROGERS RD","TORONTO, ON","M6M 1A6","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.6822181234,-79.4652474165
"RETAIL STORE (FOOD)","B50-4857852","VERT CASSE CROUTE","23-AUG-2018","VERT CASSE CROUTE INC","4165352412","","963 DOVERCOURT RD","TORONTO, ON","M6H 2X6","","""FOR FOOD PREPERATION AND TAKE OUT ONLY""","","","FOODSTUFFS;","",43.666447156,-79.4311402799
"RETAIL STORE (FOOD)","B50-4857863","HARLA ETHIO SPICE MARKET","24-AUG-2018","ABDELLA, AKRAM","4169230004","","240 WELLESLEY ST E, #105","TORONTO, ON","M4X 1G5","NO SEATING ACCOMMODATION;","SUBJECT TO ZONING BY-LAW 438-86","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.6680679061,-79.3717553706
"RETAIL STORE (FOOD)","B50-4857302","HUI LAU SHAN","24-AUG-2018","2643773 ONTARIO INC","6479987583","","10 DUNDAS ST E, #331","TORONTO, ON","M5B 2G9","COMMON SEATING;","","","","REFRESHMENTS;","",43.6566929463,-79.3806913717
"RETAIL STORE (FOOD)","B50-4857865","338 VEGETABLE & FRUIT","24-AUG-2018","ZHOU, SHAO FEN","4164619128","","631 GERRARD ST E","TORONTO, ON","M4M 1Y2","","AS PER BY-LAW NO 438-86","","","FOODSTUFFS;","",43.6656064617,-79.3507417271
"RETAIL STORE (FOOD)","B50-4858151","HOUSE OF ENERGY","24-AUG-2018","HOUSE OF ENERGY INC","6477006428","","145 AUGUSTA AVE","TORONTO, ON","M5T 2L4","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.6525515368,-79.4009500865
"RETAIL STORE (FOOD)","B50-4858154","EASY HEALTH FOOD STORE","24-AUG-2018","MY WATER BEARER INC","","","1276 BLOOR ST W","TORONTO, ON","M6H 1N8","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.6589001668,-79.4413927563
"RETAIL STORE (FOOD)","B50-4858731","BOOSTER JUICE","27-AUG-2018","1961851 ONTARIO INC","4165603281","","777 BAY ST, M200A","TORONTO, ON","M5G 2C8","COMMON SEATING;SHARED ADDRESS;",""" LOCATED IN COLLEGE PARK FOOD COURT ""","","","REFRESHMENTS;","",43.6606429324,-79.3853820754
"RETAIL STORE (FOOD)","B50-4848673","STEELES WEST CONVENIENCE","27-AUG-2018","SHREE SWAMINARAYAN BHAGWAN CORP","","","2071 STEELES AVE W, H4","TORONTO, ON","M3J 3N3","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.786196523,-79.473459383
"RETAIL STORE (FOOD)","B50-4856694","BURRITO ZONE","27-AUG-2018","2626698 ONTARIO LTD","6477208131","","2030 ELLESMERE RD, #3","TORONTO, ON","M1H 2V6","NO SEATING ACCOMMODATION;","LOCATED IN A PLAZA","","","REFRESHMENTS;","",43.7762868631,-79.2350335623
"RETAIL STORE (FOOD)","B50-4854787","VITA-PLUS","28-AUG-2018","RHIM, MYUNG SOOK","4163647718","","2 BLOOR ST W, L-29","TORONTO, ON","M4W 3E2","","","","","FOODSTUFFS;","",43.6704090249,-79.3872332867
"RETAIL STORE (FOOD)","B50-4855702","VALIS FOODCARFT","28-AUG-2018","ESKENAZI, AMIRA","4169478141","","2763 DUNDAS ST W","TORONTO, ON","M6P 1Y4","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.665026422,-79.461481722
"RETAIL STORE (FOOD)","B50-4858166","SWEET JESUS","28-AUG-2018","2632161 ONTARIO LTD","4166027004","","4841 YONGE ST, #117A","TORONTO, ON","M2N 5X2","NO SEATING ACCOMMODATION;","PARKING LOCATED IN A MALL","","","REFRESHMENTS;","",43.762395176,-79.410769238
"RETAIL STORE (FOOD)","B50-4859518","MA STARBANK","28-AUG-2018","2646624 ONTARIO INC","6478869091","","1736 EGLINTON AVE W","TORONTO, ON","M6E 2H6","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.6965700199,-79.4477325918
"RETAIL STORE (FOOD)","B50-4859522","FRESHLAND FOOD COURT","29-AUG-2018","1965038 ONTARIO INC","6473508998","","31 TAPSCOTT RD, #99A","TORONTO, ON","M1B 4Y7","COMMON SEATING;","","","","REFRESHMENTS;BAKE SHOP;","",43.8065931051,-79.2220104681
"RETAIL STORE (FOOD)","B50-4846539","INS MARKET","29-AUG-2018","1998171 ONTARIO INC","6477747673","","270 BLOOR ST W, #105","TORONTO, ON","M5S 1V8","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.6675967144,-79.4005309961
"RETAIL STORE (FOOD)","B50-4840226","GATEWAY NEWSTAND # 217","29-AUG-2018","10838519 CANADA INC","4169203007","","3 QUEEN ST E","TORONTO, ON","M5A 1S2","SHARED ADDRESS;","LOCATED IN QUEEN SUBWAY STATION - SOUTH SIDE","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6524704387,-79.3781186982
"RETAIL STORE (FOOD)","B50-4846244","SPECTRA","29-AUG-2018","OVATIONS ONTARIO FOOD SERVICES INC","4319966224","","195 PRINCES BLVD","TORONTO, ON","M6K 3C3","COMMON SEATING;","","","","REFRESHMENTS;","",43.632091902,-79.420898312
"RETAIL STORE (FOOD)","B50-4843204","ST.GEORGE PHARMACY","29-AUG-2018","PLASMA PLUS INC","6473511708","","193 COLLEGE ST","TORONTO, ON","M5T 1P9","","","","","FOODSTUFFS;","",43.6586733839,-79.3949110004
"RETAIL STORE (FOOD)","B50-4857317","EN VILLE EVENT DESIGN AND CATERING","29-AUG-2018","EN VILLE EVENT DESIGN AND CATERING INC","4165338800","","165 GEARY AVE, #1","TORONTO, ON","M6H 2B8","","FOR FOOD PREPARATION ONLY **","","","FOODSTUFFS;","",43.669839416,-79.436218592
"RETAIL STORE (FOOD)","B50-4857690","MR. BENTO","29-AUG-2018","YI FOOD LTD","6479859515","","384 YONGE ST, #51","TORONTO, ON","M5B 1S8","COMMON SEATING;","**FOOD COURT**","","","REFRESHMENTS;","",43.659307538,-79.382559233
"RETAIL STORE (FOOD)","B50-4858178","CAFE TUTTI","29-AUG-2018","CAFE TUTTI INC","4162597111","","420 HORNER AVE, #2","TORONTO, ON","M8W 2A4","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.6040099657,-79.5359518397
"RETAIL STORE (FOOD)","B50-4859480","LA PREP","29-AUG-2018","2641174 ONTARIO INC","6475057307","","76 GRENVILLE ST","TORONTO, ON","M5S 1B2","COMMON SEATING;SHARED ADDRESS;","","","","REFRESHMENTS;","",43.6615171769,-79.3873786135
"RETAIL STORE (FOOD)","B50-4856325","KFC","30-AUG-2018","SHERWOOD CHICKEN FOODS INC","4167838830","","700 LAWRENCE AVE W, #232","TORONTO, ON","M6A 3B4","COMMON SEATING;","LOCATED INSIDE LAWRENCE SQUARE FOOD COURT","","","REFRESHMENTS;","",43.7169349257,-79.4474341509
"RETAIL STORE (FOOD)","B50-4844969","HEY JUICE","30-AUG-2018","HEY JUICE INTERNATIONAL INC","6475212133","","375 BAMBURGH CIR, C105","TORONTO, ON","M1W 3Y1","INCIDENTAL 'TAKE OUT' SEATING ONLY;","","","","REFRESHMENTS;","",43.815762432,-79.322286097
"RETAIL STORE (FOOD)","B50-4860361","ROSEBURY CONVENIENCE","30-AUG-2018","SHANG, SHINIAN","4167855107","","145 MARLEE AVE, #6 & 8","TORONTO, ON","M6B 3H3","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.7032633519,-79.4410303906
"RETAIL STORE (FOOD)","B50-4859968","OWL OF MINERVA MEAT SHOP","30-AUG-2018","2588309 ONTARIO INC","4162214848","","5334 YONGE ST","TORONTO, ON","M2N 6V1","","","","","REFRESHMENTS;","",43.7734929978,-79.4143284309
"RETAIL STORE (FOOD)","B50-4852487","AZMI SHAWARMA & BIRYANI","30-AUG-2018","TIPU, MD ABDUL ZABBER","","","3000 DANFORTH AVE","TORONTO, ON","M4C 1M7","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.6908538345,-79.2911261103
"RETAIL STORE (FOOD)","B50-4857814","YUMMY BBQ KOREAN FOOD","05-SEP-2018","2506360 ONTARIO INC","6478335158","","16 MALLARD RD, A207","TORONTO, ON","M3B 0A7","NO SEATING ACCOMMODATION;","LOCATED IN FOOD COURT.REVIEWED FOR USE ONLY. COMPLIANCE WITH","ALL OTHER BY-LAW REQUIREMENTS HAS NOT BEEN ESTABLISHED.","","REFRESHMENTS;","",43.748094097,-79.3476727
"RETAIL STORE (FOOD)","B50-4861667","AFRICAN CHOP BAR","05-SEP-2018","AFRICAN CHOP BAR CORP","6479704644","","2503 FINCH AVE W","TORONTO, ON","M9M 2G1","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.7495371908,-79.5532449222
"RETAIL STORE (FOOD)","B50-4853138","DING DONG PASTRIES CAFE","06-SEP-2018","1690211 ONTARIO INC","4166402761","","321 SPADINA AVE","TORONTO, ON","M5T 2E9","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;BAKE SHOP;","",43.654428782,-79.39835895
"RETAIL STORE (FOOD)","B50-4862104","C&C FOOD COURT","07-SEP-2018","1931266 ONTARIO INC","4165108188","","888 DON MILLS RD, #108","TORONTO, ON","M3C 1V6","COMMON SEATING;","","","","REFRESHMENTS;","",43.725588816,-79.34105617
"RETAIL STORE (FOOD)","B50-4860499","LINGEMAN IDA PHARMACY","07-SEP-2018","J I M PHARMACY INC","4167678409","","411 JANE ST","TORONTO, ON","M6S 3Z6","","","","","FOODSTUFFS;","",43.6587513668,-79.4879254047
"RETAIL STORE (FOOD)","B50-4861308","VINDALOO EXPRESS INDIAN CUISINE","07-SEP-2018","LI-VIN KING INC","6472839898","","283 MORNINGSIDE AVE, B","TORONTO, ON","M1E 3G1","NO SEATING ACCOMMODATION;","TAKE OUT ONLY","","","REFRESHMENTS;BAKE SHOP;","",43.7718220772,-79.1869477694
"RETAIL STORE (FOOD)","B50-4862870","TRU TEA","10-SEP-2018","2625003 ONTARIO INC","4372352390","","4750 YONGE ST, #164","TORONTO, ON","M2N 5M6","COMMON SEATING;","","","","REFRESHMENTS;","",43.760473756,-79.411028392
"RETAIL STORE (FOOD)","B50-4862842","GREEN FIELD GROCERY","11-SEP-2018","10819689 CANADA INC","6477209371","","484 RONCESVALLES AVE","TORONTO, ON","M6R 2N5","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6533926664,-79.4518945634
"RETAIL STORE (FOOD)","B50-4858179","PICO DE GALLO","11-SEP-2018","PICO DE GALLO RESTAURANT AND BAR INC","4168306901","","214 AUGUSTA AVE, B","TORONTO, ON","M5T 2L6","NO SEATING ACCOMMODATION;SHARED ADDRESS;","","","","REFRESHMENTS;","",43.6547421252,-79.4023493893
"RETAIL STORE (FOOD)","B50-4863446","MAGIC WOK","11-SEP-2018","1998618 ONTARIO INC","6473478865","","1700 WILSON AVE, #84F","TORONTO, ON","M3L 1B2","COMMON SEATING;","","","","REFRESHMENTS;","",43.7209712989,-79.5125311905
"RETAIL STORE (FOOD)","B50-4860488","FELICITY CAKES & MORE...","11-SEP-2018","ASTERION FOODS INC","6479627848","","3601 VICTORIA PARK AVE, #109","TORONTO, ON","M1W 3Y3","","","","","REFRESHMENTS;BAKE SHOP;","",43.8036573024,-79.335688712
"RETAIL STORE (FOOD)","B50-4857013","WELLTH-YOUR MODERN PHARMACY+CLINIC","12-SEP-2018","WELLTH MEDICAL INC","4165049355","","85 CHURCH ST","TORONTO, ON","M5C 2G2","","","","","FOODSTUFFS;","",43.651709026,-79.374932911
"RETAIL STORE (FOOD)","B50-4857324","THE LOCAL MARKET","12-SEP-2018","TRAN, TUYEN THI ANH","6473480611","","1434 QUEEN ST W","TORONTO, ON","M6K 1M2","","AS PER BY-LAW NO 438-86","","","FOODSTUFFS;","",43.6409797271,-79.4356759945
"RETAIL STORE (FOOD)","B50-4850699","BLNDR","13-SEP-2018","BLNDR INC","","","1970 EGLINTON AVE E, #1A","TORONTO, ON","M1L 2M6","NO SEATING ACCOMMODATION;","LOCATED INSIDE L.A FITNESS","","","REFRESHMENTS;","",43.7285702365,-79.2854028527
"RETAIL STORE (FOOD)","B50-4864051","CROWN PASTRIES","13-SEP-2018","CROWN PASTRIES INC","6473512015","","2086 LAWRENCE AVE E","TORONTO, ON","M1R 2Z5","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.746239917,-79.293049573
"RETAIL STORE (FOOD)","B50-4858727","MADE IN JAPAN TERIYAKI EXPERIENCE","12-OCT-2018","1503516 ONTARIO LTD","","","1800 SHEPPARD AVE E, F016","TORONTO, ON","M2J 5A7","COMMON SEATING;","LOCATED INSIDE CF FAIRVIEW MALL FOODCOURT","","","REFRESHMENTS;","",43.7777482543,-79.3444982153
"RETAIL STORE (FOOD)","B50-4864237","BECKER'S BAYVIEW","14-SEP-2018","1968791 ONTARIO INC","4162255192","","3327-3329 BAYVIEW AVE","TORONTO, ON","M2K 1G4","","AS PER BY-LAW NO 7625, AS AMENDED","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.792026339,-79.392697043
"RETAIL STORE (FOOD)","B50-4864242","OYATO FOOD INC","14-SEP-2018","OYATO FOOD INC","6474764566","","1550 JANE ST","TORONTO, ON","M6S 3Y6","","","","","REFRESHMENTS;","",43.6981905811,-79.50287882
"RETAIL STORE (FOOD)","B50-4862841","MEDITERRANIA FOOD STORE","14-SEP-2018","PELUSO, BATIST","4169385354","","3 BARTLETT AVE","TORONTO, ON","M6H 3E8","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.660610432,-79.43280697
"RETAIL STORE (FOOD)","B50-4856337","AMIGO'S LATIN FLAVOUR","14-SEP-2018","2555079 ONTARIO INC","4167923273","","1291 WILSON AVE","TORONTO, ON","M3M 3C6","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.723754687,-79.493863409
"RETAIL STORE (FOOD)","B50-4859488","FOODWRX COOKING STUDIO","14-SEP-2018","FOODWRX COOKING STUDIO INC","6474798682","","808 YORK MILLS RD, #23","TORONTO, ON","M3B 1X8","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.7536411183,-79.3578541522
"RETAIL STORE (FOOD)","B50-4857701","PITA HOUSE","14-SEP-2018","SAHIAN, YOAV","4166652813","","40 CARL HALL RD, D1","TORONTO, ON","M3K 2C1","COMMON SEATING;","","","","REFRESHMENTS;BAKE SHOP;","",43.7483766822,-79.4791132214
"RETAIL STORE (FOOD)","B50-4860505","COOKERY","14-SEP-2018","2415948 ONTARIO INC","","","2588 YONGE ST","TORONTO, ON","M4P 2J3","","","","","FOODSTUFFS;","",43.7143786442,-79.4002895263
"RETAIL STORE (FOOD)","B50-4858174","","18-SEP-2018","HOI TIN FOOD PRODUCTS LTD","4166985678","","439 BIRCHMOUNT RD","TORONTO, ON","M1K 1N3","","PREPARATION & WHOLE SALES ONLY","NO COMMERCIAL OR RETAIL SALES","","FOODSTUFFS;","",43.7045920535,-79.2667358417
"RETAIL STORE (FOOD)","B50-4865394","RUDY","18-SEP-2018","2638465 ONTARIO INC","4163510739","","69 DUNCAN ST","TORONTO, ON","M5V 2C5","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.6497408676,-79.3891160372
"RETAIL STORE (FOOD)","B50-4854652","MARKHAM CORNER GIFT & SMOKE","27-SEP-2018","2643904 ONTARIO INC","4162982574","","5105 SHEPPARD AVE E, #11","TORONTO, ON","M1S 4N8","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.792517328,-79.239689497
"RETAIL STORE (FOOD)","B50-4866005","THE JAMES BY CINQ","19-SEP-2018","THE JAMES BY CINQ INC","6474019970","","222 ST PATRICK ST","TORONTO, ON","M5T 1V4","NO SEATING ACCOMMODATION;SHARED ADDRESS;","LOCATED ON LOBBY KIOSK","","","REFRESHMENTS;","",43.655726069,-79.3912159407
"RETAIL STORE (FOOD)","B50-4865415","GATEWAY NEWSTANDS","19-SEP-2018","2407597 ONTARIO INC","4163680754","","100 FRONT ST W","TORONTO, ON","M5J 1E3","","LOCATED AT ROYAL YORK HOTEL - ARCADE LEVEL","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6459589765,-79.3814723376
"RETAIL STORE (FOOD)","B50-4848035","MINISO","19-SEP-2018","MINISO (CANADA) STORE TWELVE INC","","","4841 YONGE ST, #125","TORONTO, ON","M2N 5X2","","","","","FOODSTUFFS;","",43.762395176,-79.410769238
"RETAIL STORE (FOOD)","B50-4859509","SPLENDID GIFT SHOP","19-SEP-2018","2619116 ONTARIO CORP","6478859168","","4675 STEELES AVE E, #1A15","TORONTO, ON","M1V 0B7","","","","","FOODSTUFFS;","",43.82414676,-79.302525166
"RETAIL STORE (FOOD)","B50-4866370","SHOPPERS DRUG MART #986","20-SEP-2018","BEISI LI PHARMACY LTD","4162221174","","4841 YONGE ST","TORONTO, ON","M2N 5X2","SHARED ADDRESS;","","","","FOODSTUFFS;","",43.762395176,-79.410769238
"RETAIL STORE (FOOD)","B50-4866001","THE CONVENIENCE","01-OCT-2018","2651669 ONTARIO INC","","","1962 DANFORTH AVE","TORONTO, ON","M4C 1J6","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6855663218,-79.315109763
"RETAIL STORE (FOOD)","B50-4866409","SMOKE & GIFT VARIETY","20-SEP-2018","2098936 ONTARIO INC","4166365387","","1012 WILSON AVE","TORONTO, ON","M3K 1G6","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.7285954346,-79.4784082545
"RETAIL STORE (FOOD)","B50-4858716","LA PREP","01-OCT-2018","2364152 ONTARIO LTD","4165614166","","10 CARLSON CRT, #150","TORONTO, ON","M9W 6L2","COMMON SEATING;","LOCATED IN PEARSON CORP CNTR: ZONING BYLAW 569-2013 IN E","ZONE TOTAL FL AREA OF EE/RETAIL NOT EXCEED 300 SQ M.","","REFRESHMENTS;","",43.6901382916,-79.5860186628
"RETAIL STORE (FOOD)","B50-4866373","REAL FRUIT BUBBLE TEA","21-SEP-2018","REAL FRUIT BUBBLE TEA INC","4168263512","","220 YONGE ST, D201A","TORONTO, ON","M5B 2H1","INCIDENTAL 'TAKE OUT' SEATING ONLY;","","","","REFRESHMENTS;","",43.653677971,-79.3801129844
"RETAIL STORE (FOOD)","B50-4866914","INS MARKET","01-NOV-2018","5001078 ONTARIO LTD","","","800 BAY ST, #101A","TORONTO, ON","M5S 3A9","","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.6611720728,-79.3864390378
"RETAIL STORE (FOOD)","B50-4866918","INS MARKET","01-OCT-2018","2649505 ONTARIO INC","","","224 WELLINGTON ST W","TORONTO, ON","M5V 3W1","SHARED ADDRESS;","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6453654914,-79.3896350791
"RETAIL STORE (FOOD)","B50-4863447","FULL HOUSE DESSERTS","25-SEP-2018","OS APPLEGATE DESSERT INC","4167309121","","4750 YONGE ST, #121","TORONTO, ON","M2N 0J6","COMMON SEATING;","","","","REFRESHMENTS;","",43.760473756,-79.411028392
"RETAIL STORE (FOOD)","B50-4865034","MEDIUM RARE PREMIUM MEAT BOUTIQUE","25-SEP-2018","2503252 ONTARIO CORP","4162311500","","10 BURNHAMTHORPE RD","TORONTO, ON","M9A 5C9","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.648803831,-79.529259755
"RETAIL STORE (FOOD)","B50-4863697","CARIBBEAN CUISINE DELIGHTS","25-SEP-2018","1505353 ONTARIO INC","4162454952","","1700 WILSON AVE, #85F","TORONTO, ON","M3L 1B2","COMMON SEATING;","","","","REFRESHMENTS;","",43.7209712989,-79.5125311905
"RETAIL STORE (FOOD)","B50-4851942","BBF'S","25-SEP-2018","BBF'S INC","6473407017","","474 QUEEN ST W, #2","TORONTO, ON","M5V 2B2","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.648172697,-79.400236201
"RETAIL STORE (FOOD)","B50-4848034","MINISO","25-SEP-2018","MINISO (CANADA) STORE TEN INC","6473495288","","300 BOROUGH DR, #260","TORONTO, ON","M1P 4P5","","","","","FOODSTUFFS;","",43.7762918562,-79.2580219048
